"miss_bin_lc","miss_bin_lc_ci","hit_bin_lc","hit_bin_lc_ci"
0.501358865524217,1.02136126011387,-0.259621607833563,0.652505391369416
0.513156868137272,0.722074884786747,0.748122431154484,0.535313101813892
-0.0903742711441647,0.663574521482055,0.625714141677103,0.528257940610856
-0.272594572621792,0.497893619762661,0.23111433185919,0.512550816335213
0.367962720745151,0.434429091639154,0.268157661433795,0.454459988092887
-0.199099702894096,0.404510751930272,0.145934822221788,0.448425447114458
0.257167387716484,0.266241861557365,-0.019240511940854,0.217934076536871
0.183768137169228,0.215721835810042,0.0696416759696352,0.185487179654651
-0.0619078124984764,0.178201393162323,0.204432443477369,0.181825716030168
0.401771195028162,0.261678574818388,0.160435641368373,0.216524125548791
-0.0318357468188507,0.169877781926299,0.00374313725712716,0.257809353814966
-0.158922172905757,0.215817685239883,-0.140409514994505,0.185248702777817
-0.198897703750717,0.239213358836177,-0.166477081829093,0.227095044238885
-0.118033022487284,0.179323891750605,-0.0957043211966119,0.250661101812618
-0.0889968089904102,0.224720323034845,-0.033852675797178,0.246261961146065
0.738632542808809,0.341068056648399,1.01524889926575,0.412947119115091
3.3827188622647,0.363054430571101,3.1963670142528,0.709312683419263
4.72318516299436,0.552312280680478,4.61742324383835,0.451663237054652
5.22267759332262,0.514502244273901,5.54069050126413,0.451515650118519
6.61231648339471,0.68762003918275,7.20517550856835,0.674417702519694
7.67203552716835,0.705745792418102,8.27241524524575,0.775273761540188
9.3722542413184,0.806620083786898,9.16289827758706,0.624187540335856
9.64370241080984,0.907563146511954,9.18203066187495,0.627806124468016
10.496802445177,1.05635134218033,9.81543407470761,0.774585252610065
11.2957232983861,1.01787381988802,11.2578679275559,0.931109717738454
11.9477171712982,1.05433028140271,11.1417373688535,0.88850843749172
11.9355494723833,1.15998210794619,11.4988651506947,0.91081168857429
12.4026639416788,1.20500666048715,12.2374543995774,0.84678283801811
13.0481064015149,1.39152626416324,13.073265108686,0.988942143353372
14.2740142041423,1.45365750389755,13.0078879836148,1.03123573258929
14.3607030526836,1.39303184177938,12.470304204118,0.993383012071298
14.5842359382154,1.30467695618042,13.2180694907919,0.999633469902361
14.0601009939397,1.35427448437588,13.510162581836,1.10044785624726
13.9443634047589,1.5178503870098,12.7414724729513,0.936575254064231
14.1939297767356,1.38591232699648,12.5405486724648,0.819082482401777
14.3929501898252,1.3561461003591,12.6448780419763,0.913269316071774
15.2103146687066,1.2862754269663,13.3605262305576,1.0270915403842
15.4558949299137,1.16471254371572,13.7788557898549,0.975826556757525
15.2817576150404,1.33741221741773,13.7889444570414,1.04773651375547
15.5413868075845,1.27871448667379,14.0178162253734,1.02468747148769
15.9248908589307,1.26627865551441,13.6321420587416,0.948155975866627
16.4852961376757,1.20236459193444,13.733604565532,0.958442216135423
16.262761510985,1.37107706024232,14.047008942244,0.927144937406586
16.9158665480076,1.30406717492785,13.9838805200081,0.940523809388246
17.1911694602654,1.24040277964491,14.5097813356697,0.993084276061298
18.0997040767997,1.46700651403874,14.8538981765715,1.0816000422025
17.4149131403193,1.31162837729991,14.795858614045,1.23487972982253
17.4388306568909,1.50885249993964,14.7779002864395,1.14582088601375
17.1391161037997,1.314504050504,15.0150345144248,1.16154204874407
17.4806321976099,1.51350826686707,15.3035245291777,1.07116275827957
17.4292545641697,1.24830931427654,15.0662358020569,1.13949947935962
17.3540477183594,1.44061161633527,15.5315452624396,1.22441020224292
17.1720269808813,1.52724478458082,14.7624419989649,1.22529784734698
17.5425649324711,1.67711736740894,15.590763631544,1.23645418643777
17.9919580319526,1.55279875831239,15.6284457670078,1.14615260422251
17.9467226295414,1.80752365842462,15.5823461622007,1.24262346626904
17.7925154677385,1.75658545172704,15.6227670548548,1.22276910132513
18.1857009342779,1.67556407911437,16.3578879943173,1.2695923273638
18.2447396707387,1.73139827968433,15.4640438106365,1.19542229117081
18.5109899657384,1.69460666623058,15.6150918013877,1.33328447572185
18.5806123848527,1.65231641651608,16.3728759449483,1.28319611040517
18.1869459460737,1.78219763197426,16.0157081776438,1.30443713400631
18.5080516434854,1.90672436640366,16.3475965366817,1.28595170490111
19.2522610434791,1.84313410195729,15.7931986643145,1.32057024907302
18.7038224848111,1.90278569877446,15.7776134859489,1.2657090734126
18.2697658723669,1.8324112737666,15.8965894058172,1.28542709979335
18.1506105309338,1.72752023851969,16.2914363448898,1.40659469735274
18.2071918738597,1.66082175359335,16.0672129148687,1.47073200168152
18.8439019801366,1.98004310877397,16.487963530411,1.3543033640991
18.929334227909,1.73029112409565,16.5334569610819,1.3157504897419
18.3643396857874,1.76660312247838,16.8567530755648,1.31693045661326
19.0107859969125,1.82620528300485,16.5759553365263,1.45817067877819
18.7165792416638,2.29100499617148,16.0778186905816,1.44795671105791
19.8635543223221,1.76302941549724,16.9233801641394,1.40662260953977
19.2470485371348,2.05728072856901,16.1188991911204,1.51124917295556
19.2232236046478,2.07515809593196,16.0141341018422,1.45375924631974
18.6451689958579,2.47231989899226,15.981386731185,1.35274545044571
19.7675469391923,2.03178874447776,16.0056202189688,1.48460804821206
19.5283803478836,1.77768352334885,16.3189475512763,1.3488798431777
19.5868681468634,1.98285045015013,16.7853538654502,1.528503236037
18.5262405618243,1.72783968115871,16.1510972352593,1.48078478399257
19.4227966313669,1.87870438093794,16.789976761063,1.47410962832812
18.3953707446992,1.70155642507591,16.8706954062928,1.54439850656734
18.3905639526581,1.78724074881484,17.3389821015531,1.60433041921914
18.5821458388928,1.78611324614097,16.8942439695856,1.57809180460421
18.6811763498715,1.80580985572567,17.2540884445452,1.59915229276254
18.2898748418332,1.9484238267126,16.667323501619,1.50698338404225
19.0914327701861,1.86259206177174,17.0170347508756,1.58107626505803
18.7515004953829,1.9179747841239,16.4113414400105,1.50438013308343
18.7346942252736,1.99248892504614,17.2905296452469,1.48835258648624
19.200272023918,1.94112637443817,18.0064077342347,1.74512589602993
18.3995651906646,2.02169738708469,17.2436490289687,1.60485256659192
18.9274270260788,1.9334261478637,17.5341133748148,1.61886426823183
19.6050254400417,1.88188092470143,17.3067907267465,1.54098840587434
18.9945589599187,2.55407847672214,17.670149388037,1.57088072961375
16.8016507437105,2.37963817319874,15.7789600462826,1.32339559011991
14.5058154612352,2.04174213353239,13.7564812861883,1.31135808727956
12.5331048919971,1.77523330131096,12.8893622300369,1.222822179658
12.082986259716,1.1242176992156,11.9062703757817,1.23126267917257
10.8535133979127,2.58029679220021,11.7877936456226,1.16876834518354
10.060422425866,1.5250379227971,10.1698477307155,0.983925892137885
9.28053077346219,0.783760144633051,8.64919831414507,0.820906222502918
6.42762968870796,1.39516532425733,7.24260430771488,0.881448153869118
5.58512429973141,1.40740724546347,6.15982007661403,0.710871110623176
5.69591637350905,0.710118148301583,5.84658298909348,0.773505220413436
3.77932757147249,1.28100216264683,5.44071397179425,0.738074120265251
4.25264612746826,0.646173298778835,4.29692601839155,0.645546115018517
4.06245508793571,0.627413234984891,3.93753380036329,0.561217288565622
2.59061148914919,1.25891534361008,3.68142396983988,0.57666114978848
2.83962575478601,0.903559205992347,2.78726586456291,0.518346139848966
